name,age,weight,height,noc,sport,sex
Annette Joan Rogers (-Kelly),22.0,50.0,162.0,USA,Athletics,F
"Gregory Francis ""Greg"" Rogers",20.0,87.0,189.0,AUS,Swimming,M
"Gregory Francis ""Greg"" Rogers",24.0,87.0,189.0,AUS,Swimming,M
Neil William Rogers,19.0,87.0,183.0,AUS,Swimming,M
Neil William Rogers,23.0,87.0,183.0,AUS,Swimming,M
Neomia Mae Rogers,20.0,65.0,171.0,USA,Athletics,F
"Nicholas ""Nick"" Rogers",25.0,70.0,193.0,USA,Athletics,M
Paul Andrew Rogers,26.0,115.0,208.0,AUS,Basketball,M
Paul Andrew Rogers,30.0,115.0,208.0,AUS,Basketball,M
"Philip John ""Phil"" Rogers",21.0,81.0,183.0,AUS,Swimming,M
"Philip John ""Phil"" Rogers",25.0,81.0,183.0,AUS,Swimming,M
"Philip John ""Phil"" Rogers",29.0,81.0,183.0,AUS,Swimming,M
Michelle Rohl (Marter-),26.0,41.0,150.0,USA,Athletics,F
Michelle Rohl (Marter-),30.0,41.0,150.0,USA,Athletics,F
Michelle Rohl (Marter-),34.0,41.0,150.0,USA,Athletics,F
Uta Rohlnder (-Fromm),23.0,60.0,173.0,GER,Athletics,F
Uta Rohlnder (-Fromm),27.0,60.0,173.0,GER,Athletics,F
Thomas Rhler,24.0,92.0,192.0,GER,Athletics,M
Teresa Rohmann,17.0,63.0,167.0,GER,Swimming,F
Franz Hermann Otto Rhr,20.0,81.0,193.0,GER,Athletics,M
"Susan Marie ""Sue"" Rojcewicz",23.0,59.0,170.0,USA,Basketball,F
Rolando Ferreira Jnior,24.0,105.0,214.0,BRA,Basketball,M
Rolando Ferreira Jnior,28.0,105.0,214.0,BRA,Basketball,M
Cindy Roleder,22.0,70.0,178.0,GER,Athletics,F
Cindy Roleder,26.0,70.0,178.0,GER,Athletics,F
Philippa Kate Roles,26.0,98.0,180.0,GBR,Athletics,F
Philippa Kate Roles,30.0,98.0,180.0,GBR,Athletics,F
Winfred J. Rolker,28.0,64.0,173.0,USA,Athletics,M
Pascal Roller,31.0,76.0,180.0,GER,Basketball,M
"Steven Arthur ""Steve"" Roller",30.0,95.0,181.0,USA,Athletics,M
"Andrew Ian ""Andy"" Rolley",22.0,83.0,195.0,GBR,Swimming,M
Brianna Rollins,24.0,59.0,165.0,USA,Athletics,F
"Kenneth Herman ""Kenny"" Rollins",24.0,79.0,183.0,USA,Basketball,M
Annika Roloff,25.0,58.0,166.0,GER,Athletics,F
"Susan ""Sue"" Rolph",18.0,62.0,168.0,GBR,Swimming,F
"Susan ""Sue"" Rolph",22.0,62.0,168.0,GBR,Swimming,F
Darlan Romani,25.0,90.0,187.0,BRA,Athletics,M
"David L. ""Dave"" Romansky",30.0,76.0,188.0,USA,Athletics,M
Jarred Daniel Rome,27.0,136.0,193.0,USA,Athletics,M
Jarred Daniel Rome,35.0,136.0,193.0,USA,Athletics,M
Rogrio Aoki Romero,18.0,72.0,181.0,BRA,Swimming,M
Rogrio Aoki Romero,22.0,72.0,181.0,BRA,Swimming,M
Rogrio Aoki Romero,26.0,72.0,181.0,BRA,Swimming,M
Rogrio Aoki Romero,30.0,72.0,181.0,BRA,Swimming,M
Rogrio Aoki Romero,34.0,72.0,181.0,BRA,Swimming,M
Rolland Lee Romero,17.0,80.0,185.0,USA,Athletics,M
Rolland Lee Romero,21.0,80.0,185.0,USA,Athletics,M
John Luther Romig,25.0,62.0,176.0,USA,Athletics,M
John Luther Romig,29.0,62.0,176.0,USA,Athletics,M
"Anthony Dean ""Tony"" Ronaldson",24.0,110.0,203.0,AUS,Basketball,M
"Anthony Dean ""Tony"" Ronaldson",32.0,110.0,203.0,AUS,Basketball,M
Gabrielle Gonalves Roncatto,18.0,60.0,165.0,BRA,Swimming,F
Giaan Leigh Rooney,17.0,63.0,175.0,AUS,Swimming,F
Giaan Leigh Rooney,21.0,63.0,175.0,AUS,Swimming,F
Martyn Joseph Rooney,21.0,81.0,198.0,GBR,Athletics,M
Martyn Joseph Rooney,25.0,81.0,198.0,GBR,Athletics,M
Martyn Joseph Rooney,29.0,81.0,198.0,GBR,Athletics,M
Graeme Lindsay Rootham,24.0,73.0,177.0,AUS,Athletics,M
Argemiro Roque,28.0,64.0,180.0,BRA,Athletics,M
Vitria Cristina Silva Rosa,20.0,60.0,170.0,BRA,Athletics,F
"Carmo ""Rosa Branca"" de Souza",20.0,89.0,190.0,BRA,Basketball,M
"Carmo ""Rosa Branca"" de Souza",24.0,89.0,190.0,BRA,Basketball,M
"Carmo ""Rosa Branca"" de Souza",28.0,89.0,190.0,BRA,Basketball,M
Joan Ann Rosazza,19.0,59.0,170.0,USA,Swimming,F
Janette Veronica Roscoe (Champion-),26.0,56.0,169.0,GBR,Athletics,F
Albert Edward Rose,22.0,64.0,175.0,USA,Athletics,M
Beverley Rose,20.0,60.0,168.0,GBR,Swimming,F
Gabrielle Elaine Franco Rose,18.0,63.0,173.0,BRA,Swimming,F
Gabrielle Elaine Franco Rose,22.0,63.0,173.0,USA,Swimming,F
Iain Murray Rose,17.0,80.0,185.0,AUS,Swimming,M
Iain Murray Rose,21.0,80.0,185.0,AUS,Swimming,M
"Nicholas Henry ""Nick"" Rose",28.0,60.0,174.0,GBR,Athletics,M
"Nicholas Henry ""Nick"" Rose",32.0,60.0,174.0,GBR,Athletics,M
Ralph Waldo Rose,20.0,115.0,195.0,USA,Athletics,M
Ralph Waldo Rose,24.0,115.0,195.0,USA,Athletics,M
Ralph Waldo Rose,28.0,115.0,195.0,USA,Athletics,M
Roseli do Carmo Gustavo,24.0,69.0,180.0,BRA,Basketball,F
James Maher Rosenberger,25.0,73.0,186.0,USA,Athletics,M
Harris Browning Ross,24.0,60.0,170.0,USA,Athletics,M
Harris Browning Ross,28.0,60.0,170.0,USA,Athletics,M
Randolph Duane Ross,31.0,83.0,182.0,USA,Athletics,M
Joshua James Ross,23.0,83.0,185.0,AUS,Athletics,M
Joshua James Ross,31.0,83.0,185.0,AUS,Athletics,M
Kyla Briana Ross,15.0,45.0,157.0,USA,Gymnastics,F
Allison Joan Ross-Edwards (-Hodgson),19.0,62.0,175.0,AUS,Athletics,F
Tiffany Marthenia Ross-Williams,25.0,57.0,160.0,USA,Athletics,F
Michael Rupert Rosswess,23.0,73.0,186.0,GBR,Athletics,M
Arthur Vincent Roth,28.0,54.0,167.0,USA,Athletics,M
"Richard William ""Dick"" Roth",17.0,84.0,184.0,USA,Swimming,M
"Gabriele ""Gabi"" Roth (Lippe-)",25.0,58.0,168.0,GER,Athletics,F
Siegfried Rothe,26.0,59.0,164.0,GER,Athletics,M
Harlow Phelps Rothert,20.0,92.0,190.0,USA,Athletics,M
Harlow Phelps Rothert,24.0,92.0,190.0,USA,Athletics,M
"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",15.0,66.0,175.0,USA,Swimming,F
"Jeffrey Norman ""Jeff"" Rouse",21.0,86.0,193.0,USA,Swimming,M
"Jeffrey Norman ""Jeff"" Rouse",25.0,86.0,193.0,USA,Swimming,M
Jason Rouser,26.0,84.0,198.0,USA,Athletics,M
Shannon Nicole Rowbury,23.0,52.0,166.0,USA,Athletics,F
Shannon Nicole Rowbury,27.0,52.0,166.0,USA,Athletics,F
Shannon Nicole Rowbury,31.0,52.0,166.0,USA,Athletics,F
Arthur Rowe,24.0,100.0,187.0,GBR,Athletics,M
William John Alfred Rowe,23.0,61.0,175.0,USA,Athletics,M
Sarah Louise Rowell,21.0,47.0,162.0,GBR,Athletics,F
Mark Robert Rowland,25.0,68.0,183.0,GBR,Athletics,M
"Stanley Rupert ""Stan"" Rowley",23.0,71.0,178.0,AUS,Athletics,M
Gerard Rowlinson,19.0,67.0,178.0,GBR,Swimming,M
Ruan Yi,19.0,56.0,165.0,CHN,Swimming,F
"Anneliese ""Annie"" Rubie",24.0,58.0,171.0,AUS,Athletics,F
Chanda Rubin,28.0,61.0,167.0,USA,Tennis,F
Hans-Jrgen Rckborn,24.0,80.0,190.0,GER,Athletics,M
Anja Rcker,19.0,58.0,174.0,GER,Athletics,F
Anja Rcker,23.0,58.0,174.0,GER,Athletics,F
Adam Ruckwood,17.0,93.0,193.0,GBR,Swimming,M
Adam Ruckwood,21.0,93.0,193.0,GBR,Swimming,M
Adam Ruckwood,26.0,93.0,193.0,GBR,Swimming,M
"Deborah Lesley ""Debbie"" Rudd",16.0,58.0,168.0,GBR,Swimming,F
"Deborah Lesley ""Debbie"" Rudd",20.0,58.0,168.0,GBR,Swimming,F
"Sandra Marlene Ruddick (Anderson-, -John)",24.0,59.0,176.0,USA,Gymnastics,F
Amy Lynn Rudolph (-Carroll),22.0,55.0,176.0,USA,Athletics,F
Amy Lynn Rudolph (-Carroll),26.0,55.0,176.0,USA,Athletics,F
Nils Rudolph,26.0,87.0,195.0,GER,Swimming,M
"Wilma Glodean Rudolph (-Ward, -Eldridge)",16.0,59.0,180.0,USA,Athletics,F
"Wilma Glodean Rudolph (-Ward, -Eldridge)",20.0,59.0,180.0,USA,Athletics,F
Karin Rger-Schulze,20.0,79.0,182.0,GER,Athletics,F
Anna Rh,19.0,79.0,185.0,GER,Athletics,F
Caroline Ruhnau,27.0,62.0,175.0,GER,Swimming,F
Cathleen Rund (-Gromann),18.0,72.0,181.0,GER,Swimming,F
Cathleen Rund (-Gromann),22.0,72.0,181.0,GER,Swimming,F
Cierra Runge,20.0,85.0,193.0,USA,Swimming,F
Johannes Runge,26.0,75.0,185.0,GER,Athletics,M
Johannes Runge,28.0,75.0,185.0,GER,Athletics,M
Marla Lee Runyan (-Lonergan),31.0,60.0,170.0,USA,Athletics,F
Marla Lee Runyan (-Lonergan),35.0,60.0,170.0,USA,Athletics,F
Galen Rupp,22.0,61.0,181.0,USA,Athletics,M
Galen Rupp,26.0,61.0,181.0,USA,Athletics,M
Galen Rupp,30.0,61.0,181.0,USA,Athletics,M
Thomas Rupprath,23.0,78.0,182.0,GER,Swimming,M
Thomas Rupprath,27.0,78.0,182.0,GER,Swimming,M
Thomas Rupprath,31.0,78.0,182.0,GER,Swimming,M
"Gregory ""Greg"" Rusedski",22.0,88.0,190.0,GBR,Tennis,M
"Gregory ""Greg"" Rusedski",27.0,88.0,190.0,GBR,Tennis,M
Martin Anthony Gavin Rush,27.0,51.0,168.0,GBR,Athletics,M
Alan Trevor Rushmer,24.0,59.0,170.0,GBR,Athletics,M
Clive Rushton,24.0,83.0,185.0,GBR,Swimming,M
Angela Mary Russell (-Harris),17.0,60.0,178.0,AUS,Swimming,F
Arthur Russell,22.0,60.0,170.0,GBR,Athletics,M
"William Fenton ""Bill"" Russell",22.0,100.0,207.0,USA,Basketball,M
Blake Russell (Phillips-),33.0,48.0,165.0,USA,Athletics,F
Dion Russell,21.0,70.0,180.0,AUS,Athletics,M
Dion Russell,25.0,70.0,180.0,AUS,Athletics,M
"Douglas Albert ""Doug"" Russell",22.0,68.0,173.0,USA,Swimming,M
"Henry Argue ""Hank"" Russell",23.0,77.0,185.0,USA,Athletics,M
Alexander Russo,22.0,61.0,173.0,BRA,Athletics,M
Monette Simone Russo,16.0,40.0,149.0,AUS,Gymnastics,F
Andreas Ruth,26.0,72.0,182.0,GER,Athletics,M
"Gregory James ""Greg"" Rutherford",21.0,92.0,188.0,GBR,Athletics,M
"Gregory James ""Greg"" Rutherford",25.0,92.0,188.0,GBR,Athletics,M
"Gregory James ""Greg"" Rutherford",29.0,92.0,188.0,GBR,Athletics,M
Monica Kathleen Rutherford (-Phelps),20.0,61.0,160.0,GBR,Gymnastics,F
Adam Rutter,21.0,58.0,170.0,AUS,Athletics,M
Adam Rutter,25.0,58.0,170.0,AUS,Athletics,M
Sylvia Eliina Ruuska,14.0,63.0,173.0,USA,Swimming,F
Sylvia Eliina Ruuska,18.0,63.0,173.0,USA,Swimming,F
Michael A. B. Ryan,22.0,70.0,177.0,AUS,Athletics,M
"Michael James ""Mike"" Ryan",19.0,73.0,181.0,USA,Athletics,M
"Michael James ""Mike"" Ryan",23.0,73.0,181.0,USA,Athletics,M
"Patrick James ""Paddy"" Ryan",39.0,113.0,188.0,USA,Athletics,M
Sarah Michelle Ryan,19.0,65.0,173.0,AUS,Swimming,F
Sarah Michelle Ryan,23.0,65.0,173.0,AUS,Swimming,F
Sarah Michelle Ryan,27.0,65.0,173.0,AUS,Swimming,F
Sean Ryan,23.0,77.0,191.0,USA,Swimming,M
Leanne Rycroft,19.0,45.0,152.0,AUS,Gymnastics,F
"James Ronald ""Jim"" Ryun",17.0,76.0,188.0,USA,Athletics,M
"James Ronald ""Jim"" Ryun",21.0,76.0,188.0,USA,Athletics,M
"James Ronald ""Jim"" Ryun",25.0,76.0,188.0,USA,Athletics,M
"Elizaveta Vladimirova ""Lisa"" Ryzih",23.0,62.0,179.0,GER,Athletics,F
"Elizaveta Vladimirova ""Lisa"" Ryzih",27.0,62.0,179.0,GER,Athletics,F
Andr Rezende S,27.0,74.0,186.0,BRA,Tennis,M
Andr Rezende S,31.0,74.0,186.0,BRA,Tennis,M
Andr Rezende S,35.0,74.0,186.0,BRA,Tennis,M
Andr Rezende S,39.0,74.0,186.0,BRA,Tennis,M
Roy Allen Saari,19.0,86.0,188.0,USA,Swimming,M
Jeffrson Dias Sabino,25.0,94.0,192.0,BRA,Athletics,M
Peter Sack,25.0,134.0,192.0,GER,Athletics,M
Peter Sack,29.0,134.0,192.0,GER,Athletics,M
Alicia Marie Sacramone (-Quinn),20.0,53.0,155.0,USA,Gymnastics,F
Nobuyoshi Sadanaga,31.0,56.0,165.0,JPN,Athletics,M
"Richard Erwin ""Rich"" Saeger",20.0,84.0,185.0,USA,Swimming,M
Fernando Saez,21.0,72.0,182.0,BRA,Swimming,M
Arthur Woodbury Sager,23.0,73.0,173.0,USA,Athletics,M
Jos Carlos Santos Saiani,24.0,75.0,189.0,BRA,Basketball,M
Verena Sailer,22.0,56.0,167.0,GER,Athletics,F
Verena Sailer,26.0,56.0,167.0,GER,Athletics,F
Fumio Saito,22.0,85.0,202.0,JPN,Basketball,M
Hiroko Saito,19.0,55.0,160.0,JPN,Swimming,F
Hiroshi Saito,23.0,79.0,183.0,JPN,Basketball,M
Hiroshi Saito,26.0,79.0,183.0,JPN,Basketball,M
Kazuo Saito,22.0,56.0,166.0,JPN,Athletics,M
Kazuo Saito,26.0,56.0,166.0,JPN,Athletics,M
Miki Saito,16.0,50.0,163.0,JPN,Swimming,F
Takumi Saito,19.0,61.0,178.0,JPN,Athletics,M
Yoshihiko Saito,20.0,66.0,178.0,JPN,Athletics,M
Yoshihiro Saito,24.0,66.0,170.0,JPN,Gymnastics,M
Taihei Saka,20.0,70.0,177.0,JPN,Swimming,M
Hirofumi Sakai,23.0,55.0,168.0,JPN,Athletics,M
Kazufumi Sakai,24.0,78.0,182.0,JPN,Basketball,M
Masato Sakai,21.0,77.0,181.0,JPN,Swimming,M
Natsumi Sakai,15.0,63.0,172.0,JPN,Swimming,F
Hiroshi Sakamoto,24.0,70.0,180.0,JPN,Swimming,M
Koki Sakamoto,21.0,56.0,163.0,JPN,Gymnastics,M
Makoto Douglas Sakamoto,17.0,64.0,167.0,USA,Gymnastics,M
Makoto Douglas Sakamoto,25.0,64.0,167.0,USA,Gymnastics,M
Naoko Sakamoto,23.0,44.0,161.0,JPN,Athletics,F
Takao Sakamoto,25.0,72.0,183.0,JPN,Athletics,M
Tatiane Mayumi Sakemi,22.0,54.0,170.0,BRA,Swimming,F
Kurt Sakowski,29.0,68.0,185.0,GER,Athletics,M
Kurt Sakowski,33.0,68.0,185.0,GER,Athletics,M
Junko Sakurai,16.0,55.0,167.0,JPN,Swimming,F
Koji Sakurai,20.0,67.0,172.0,JPN,Athletics,M
Koji Sakurai,24.0,67.0,172.0,JPN,Athletics,M
Koji Sakurai,28.0,67.0,172.0,JPN,Athletics,M
Lucas Vincius Yokoo Salatta,17.0,75.0,176.0,BRA,Swimming,M
Lucas Vincius Yokoo Salatta,21.0,75.0,176.0,BRA,Swimming,M
Alberto Bauday Salazar,25.0,64.0,181.0,USA,Athletics,M
"George J. Saling, Jr.",23.0,77.0,190.0,USA,Athletics,M
John Edward Salisbury,22.0,70.0,180.0,GBR,Athletics,M
Hermann Salomon,22.0,88.0,183.0,GER,Athletics,M
Hermann Salomon,26.0,88.0,183.0,GER,Athletics,M
James Matthew Salter,20.0,77.0,182.0,GBR,Swimming,M
James Matthew Salter,24.0,77.0,182.0,GBR,Swimming,M
Frank George John Salvat,25.0,59.0,171.0,GBR,Athletics,M
Mark Kyle Salyards,19.0,77.0,180.0,USA,Swimming,M
"Frederick Ameen ""Fred"" Samara",26.0,80.0,183.0,USA,Athletics,M
"Kathleen Veronica ""Kathy"" Sambell (-Wright)",29.0,59.0,175.0,AUS,Athletics,F
"Peter ""Pete"" Sampras",20.0,79.0,185.0,USA,Tennis,M
Paul Curkeet Samson,22.0,114.0,198.0,USA,Swimming,M
"Judith V. ""Judy"" Samuel",17.0,63.0,171.0,GBR,Swimming,F
"Daniele ""Dani"" Samuels (-Stevens)",20.0,82.0,182.0,AUS,Athletics,F
"Daniele ""Dani"" Samuels (-Stevens)",24.0,82.0,182.0,AUS,Athletics,F
"Daniele ""Dani"" Samuels (-Stevens)",28.0,82.0,182.0,AUS,Athletics,F
Sonia Samuels,37.0,47.0,162.0,GBR,Athletics,F
Vernon George Samuels,23.0,80.0,188.0,GBR,Athletics,M
Daniela Samulski,16.0,62.0,172.0,GER,Swimming,F
Daniela Samulski,24.0,62.0,172.0,GER,Swimming,F
Archie Joseph San Romani,23.0,68.0,180.0,USA,Athletics,M
Makiko Sanada,15.0,41.0,153.0,JPN,Gymnastics,F
Kaitlin Shea Sandeno (-Hogan),17.0,54.0,168.0,USA,Swimming,F
Kaitlin Shea Sandeno (-Hogan),21.0,54.0,168.0,USA,Swimming,F
Maria Sander (Domagala-),27.0,69.0,165.0,GER,Athletics,F
Maria Sander (Domagala-),32.0,69.0,165.0,GER,Athletics,F
Nicola Clare Sanders,26.0,57.0,171.0,GBR,Athletics,F
"Summer Elisabeth Sanders (-Henderson, -Schlopy)",19.0,57.0,175.0,USA,Swimming,F
"Theresa Ione ""Tessa"" Sanderson (-White)",20.0,70.0,168.0,GBR,Athletics,F
"Theresa Ione ""Tessa"" Sanderson (-White)",24.0,70.0,168.0,GBR,Athletics,F
"Theresa Ione ""Tessa"" Sanderson (-White)",28.0,70.0,168.0,GBR,Athletics,F
"Theresa Ione ""Tessa"" Sanderson (-White)",32.0,70.0,168.0,GBR,Athletics,F
"Theresa Ione ""Tessa"" Sanderson (-White)",36.0,70.0,168.0,GBR,Athletics,F
"Theresa Ione ""Tessa"" Sanderson (-White)",40.0,70.0,168.0,GBR,Athletics,F
Frank Dennis Sando,21.0,52.0,171.0,GBR,Athletics,M
Frank Dennis Sando,25.0,52.0,171.0,GBR,Athletics,M
Eric Roy Sandstrom,25.0,65.0,174.0,GBR,Athletics,M
Hiroyuki Sano,23.0,68.0,178.0,JPN,Athletics,M
Yumeka Sano,27.0,52.0,160.0,JPN,Athletics,F
Graciete Feira de Santana,35.0,43.0,155.0,BRA,Athletics,F
Matheus Paulo de Santana,20.0,90.0,189.0,BRA,Swimming,M
"David Wesley ""Wes"" Santee",20.0,68.0,185.0,USA,Athletics,M
Gabriel da Silva Santos,20.0,83.0,184.0,BRA,Swimming,M
Juliana Paula Gomes dos Santos (de Azevedo-),33.0,50.0,165.0,BRA,Athletics,F
Katia Regina de Jess dos Santos,36.0,63.0,177.0,BRA,Athletics,F
Nicholas Dias dos Santos,28.0,87.0,190.0,BRA,Swimming,M
Nicholas Dias dos Santos,32.0,87.0,190.0,BRA,Swimming,M
Roque James Santos,24.0,79.0,183.0,USA,Swimming,M
Rosangela Cristina Oliveira Santos,17.0,64.0,166.0,BRA,Athletics,F
Rosangela Cristina Oliveira Santos,21.0,64.0,166.0,BRA,Athletics,F
Rosangela Cristina Oliveira Santos,25.0,64.0,166.0,BRA,Athletics,F
"Debora Elaine ""Debra"" Sapenter (-Speight, -Christopher)",24.0,52.0,170.0,USA,Athletics,F
Flvia Lopes Saraiva,16.0,31.0,133.0,BRA,Gymnastics,F
Flvio Saretta Filho,24.0,70.0,185.0,BRA,Tennis,M
Caitlin Sargent-Jones,24.0,60.0,171.0,AUS,Athletics,F
Taketsugu Saruwatari,21.0,60.0,171.0,JPN,Athletics,M
Taketsugu Saruwatari,25.0,60.0,171.0,JPN,Athletics,M
Jiro Sasaki,16.0,68.0,174.0,JPN,Swimming,M
Kaori Sasaki,17.0,54.0,168.0,JPN,Swimming,F
Nanae Sasaki (-Nagata),28.0,65.0,162.0,JPN,Athletics,F
Satoru Sasaki,30.0,56.0,171.0,JPN,Athletics,M
Seiichiro Sasaki,23.0,54.0,164.0,JPN,Athletics,M
Srgio Yoshio Sasaki Jnior,20.0,64.0,161.0,BRA,Gymnastics,M
Srgio Yoshio Sasaki Jnior,24.0,64.0,161.0,BRA,Gymnastics,M
Sueaki Sasaki,21.0,68.0,174.0,JPN,Swimming,M
Misako Satake,25.0,73.0,178.0,JPN,Basketball,F
Atsushi Sato,30.0,55.0,170.0,JPN,Athletics,M
Hiroko Sato (-Takakura),25.0,55.0,160.0,JPN,Athletics,F
Hisayoshi Sato,21.0,70.0,179.0,JPN,Swimming,M
Kimiko Sato,18.0,55.0,161.0,JPN,Swimming,F
Kosuke Sato,22.0,63.0,161.0,JPN,Swimming,M
Megumi Sato,17.0,54.0,178.0,JPN,Athletics,F
Megumi Sato,22.0,54.0,178.0,JPN,Athletics,F
Megumi Sato,25.0,54.0,178.0,JPN,Athletics,F
Mitsuhiro Sato,24.0,62.0,175.0,JPN,Athletics,M
Nobuyuki Sato,28.0,57.0,175.0,JPN,Athletics,M
Toshiharu Sato,19.0,62.0,170.0,JPN,Gymnastics,M
Toshiharu Sato,27.0,62.0,170.0,JPN,Gymnastics,M
Yoshiko Sato (-Osaki),18.0,55.0,159.0,JPN,Swimming,F
Yoshiko Sato (-Osaki),22.0,55.0,159.0,JPN,Swimming,F
Yuki Sato,25.0,60.0,178.0,JPN,Athletics,M
Yuko Sato,24.0,55.0,170.0,JPN,Athletics,F
Glynn Saulters,23.0,80.0,188.0,USA,Basketball,M
Raven Saunders,20.0,109.0,165.0,USA,Athletics,F
"Stephen Read ""Steve"" Savage",24.0,67.0,180.0,USA,Athletics,M
John Andrew Savidge,27.0,105.0,200.0,GBR,Athletics,M
Glen Saville,28.0,100.0,199.0,AUS,Basketball,M
Glen Saville,32.0,100.0,199.0,AUS,Basketball,M
Jane Kara Saville (-White),21.0,52.0,164.0,AUS,Athletics,F
Jane Kara Saville (-White),25.0,52.0,164.0,AUS,Athletics,F
Jane Kara Saville (-White),29.0,52.0,164.0,AUS,Athletics,F
Jane Kara Saville (-White),33.0,52.0,164.0,AUS,Athletics,F
Natalie Saville,25.0,55.0,160.0,AUS,Athletics,F
Bunkichi Sawada,31.0,65.0,175.0,JPN,Athletics,M
Keisuke Sawaki,24.0,60.0,168.0,JPN,Athletics,M
Keisuke Sawaki,28.0,60.0,168.0,JPN,Athletics,M
Willi Alfred Sawall,38.0,65.0,171.0,AUS,Athletics,M
Willi Alfred Sawall,42.0,65.0,171.0,AUS,Athletics,M
Naoko Sawamatsu,19.0,58.0,167.0,JPN,Tennis,F
Naoko Sawamatsu,23.0,58.0,167.0,JPN,Tennis,F
Daichi Sawano,23.0,74.0,183.0,JPN,Athletics,M
Daichi Sawano,27.0,74.0,183.0,JPN,Athletics,M
Daichi Sawano,35.0,74.0,183.0,JPN,Athletics,M
Jazmin Jayne Sawyers,22.0,61.0,160.0,GBR,Athletics,F
Kerry Anne Saxby-Junna,31.0,58.0,166.0,AUS,Athletics,F
Kerry Anne Saxby-Junna,35.0,58.0,166.0,AUS,Athletics,F
Kerry Anne Saxby-Junna,39.0,58.0,166.0,AUS,Athletics,F
Goldie Katherine Dinah Sayers,22.0,70.0,173.0,GBR,Athletics,F
Goldie Katherine Dinah Sayers,26.0,70.0,173.0,GBR,Athletics,F
Goldie Katherine Dinah Sayers,30.0,70.0,173.0,GBR,Athletics,F
"Patrick Gerard ""Pat"" Scammell",23.0,67.0,189.0,AUS,Athletics,M
"Patrick Gerard ""Pat"" Scammell",27.0,67.0,189.0,AUS,Athletics,M
Celso Luiz Scarpini,23.0,87.0,191.0,BRA,Basketball,M
Herbert Otto Emanuel Schade,30.0,65.0,179.0,GER,Athletics,M
Herbert Otto Emanuel Schade,34.0,65.0,179.0,GER,Athletics,M
Carolin Schfer,24.0,65.0,178.0,GER,Athletics,F
Pauline Sieglinde Schfer,19.0,55.0,162.0,GER,Gymnastics,F
Simone Estelle Schaller (-Kirin),19.0,57.0,170.0,USA,Athletics,F
Simone Estelle Schaller (-Kirin),23.0,57.0,170.0,USA,Athletics,F
Arlie Alfred Schardt,24.0,64.0,173.0,USA,Athletics,M
"Friedrich W. ""Fritz"" Schaumburg",30.0,66.0,179.0,GER,Athletics,M
Sophie Celina Scheder,19.0,56.0,167.0,GER,Gymnastics,F
Hans-Heinrich Scheele,27.0,70.0,185.0,GER,Athletics,M
Hans Schenk,28.0,85.0,185.0,GER,Athletics,M
Tobias Scherbarth,30.0,87.0,195.0,GER,Athletics,M
"Fernando ""Xuxa"" de Queiroz Scherer",21.0,85.0,193.0,BRA,Swimming,M
"Fernando ""Xuxa"" de Queiroz Scherer",25.0,85.0,193.0,BRA,Swimming,M
"Fernando ""Xuxa"" de Queiroz Scherer",29.0,85.0,193.0,BRA,Swimming,M
Anja Scherl,30.0,48.0,160.0,GER,Athletics,F
William Anthony Schick,24.0,68.0,183.0,USA,Athletics,M
Sina Schielke,23.0,58.0,169.0,GER,Athletics,F
Gretel Schiener,20.0,49.0,170.0,GER,Gymnastics,F
George Sylvester Schiller,19.0,66.0,175.0,USA,Athletics,M
Katharina Schiller,24.0,61.0,175.0,GER,Swimming,F
Wolfgang Schillkowski,22.0,70.0,178.0,GER,Athletics,M
"Jessicah Lee ""Jess"" Schipper",17.0,60.0,170.0,AUS,Swimming,F
"Jessicah Lee ""Jess"" Schipper",21.0,60.0,170.0,AUS,Swimming,F
"Jessicah Lee ""Jess"" Schipper",25.0,60.0,170.0,AUS,Swimming,F
"Friedrich Wilhelm Heinrich ""Friedel"" Schirmer",26.0,75.0,181.0,GER,Athletics,M
Silvio Schirrmeister,23.0,82.0,193.0,GER,Athletics,M
Carsten Schlangen,27.0,68.0,189.0,GER,Athletics,M
Carsten Schlangen,31.0,68.0,189.0,GER,Athletics,M
"Melanie Rene ""Mel"" Schlanger (-Wright)",21.0,65.0,176.0,AUS,Swimming,F
"Melanie Rene ""Mel"" Schlanger (-Wright)",25.0,65.0,176.0,AUS,Swimming,F
Eloi Rodrgues Schleder,33.0,64.0,176.0,BRA,Athletics,M
Willy Bruno Ewald Schlokat,29.0,82.0,170.0,GER,Athletics,M
Helmut Schlske,23.0,71.0,182.0,GER,Athletics,M
Hermann Schlske,22.0,64.0,178.0,GER,Athletics,M
Stefan Schmid,30.0,78.0,186.0,GER,Athletics,M
Alice Schmidt (-Kehaya),26.0,66.0,178.0,USA,Athletics,F
Alice Schmidt (-Kehaya),30.0,66.0,178.0,USA,Athletics,F
"William David ""Bill"" Schmidt",24.0,100.0,183.0,USA,Athletics,M
"Frederick Weber ""Fred"" Schmidt",20.0,84.0,188.0,USA,Swimming,M
Gertrud Schmidt (-Lohse),22.0,58.0,162.0,GER,Athletics,F
Ingrid Schmidt (-Naue),15.0,60.0,172.0,GER,Swimming,F
Ingrid Schmidt (-Naue),19.0,60.0,172.0,GER,Swimming,F
"Kathryn Joan ""Kate"" Schmidt",18.0,80.0,186.0,USA,Athletics,F
"Kathryn Joan ""Kate"" Schmidt",22.0,80.0,186.0,USA,Athletics,F
